Timestamp,Safety FirstLevel,Check your branchesLevel,Check your classesLevel,Line-by-lineLevel,Check your methodsLevel,Bug FinderLevel,Class Reviewer - BranchesLevel,Class Reviewer - LinesLevel,Class Reviewer - MethodsLevel,Double checkLevel,Shine in new splendourLevel,The Method ExtractorLevel,The Method InlinerLevel,The EponymLevel,Test FixerLevel,Gotta Catch ’Em AllLevel,The DebuggerLevel,Test ExecutorLevel,The TesterLevel,The Tester - AdvancedLevel,Take some breaksLevel,Make Your ChoiceLevel,On the WatchLevel,Break the LineLevel,Break the MethodLevel,Assert and TestedLevel,Safety FirstProgress,Check your branchesProgress,Check your classesProgress,Line-by-lineProgress,Check your methodsProgress,Bug FinderProgress,Class Reviewer - BranchesProgress,Class Reviewer - LinesProgress,Class Reviewer - MethodsProgress,Double checkProgress,Shine in new splendourProgress,The Method ExtractorProgress,The Method InlinerProgress,The EponymProgress,Test FixerProgress,Gotta Catch ’Em AllProgress,The DebuggerProgress,Test ExecutorProgress,The TesterProgress,The Tester - AdvancedProgress,Take some breaksProgress,Make Your ChoiceProgress,On the WatchProgress,Break the LineProgress,Break the MethodProgress,Assert and TestedProgress
2023-06-08 12:57:40.821,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1346,636,0,51,0,0,51,0,1996
2023-06-08 12:57:40.831,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1346,636,0,51,0,0,51,0,2000
2023-06-08 12:57:40.837,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1348,636,0,51,0,0,51,0,2000
2023-06-08 12:57:40.841,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1348,637,0,51,0,0,51,0,2000
2023-06-08 12:58:55.218,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1348,637,0,51,0,0,51,0,2002
2023-06-08 12:58:55.225,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1350,637,0,51,0,0,51,0,2006
2023-06-08 12:58:55.23,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1350,637,0,51,0,0,51,0,2006
2023-06-08 12:58:55.234,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1350,638,0,51,0,0,51,0,2006
2023-06-08 12:59:02.281,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1350,638,0,51,0,0,51,0,2008
2023-06-08 12:59:02.29,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1350,638,0,51,0,0,51,0,2010
2023-06-08 12:59:02.298,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1350,638,0,51,0,0,51,0,2015
2023-06-08 12:59:02.31,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1350,638,0,51,0,0,51,0,2019
2023-06-08 12:59:02.317,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1355,638,0,51,0,0,51,0,2024
2023-06-08 12:59:02.322,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1355,638,0,51,0,0,51,0,2024
2023-06-08 12:59:02.326,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1355,639,0,51,0,0,51,0,2024
2023-06-08 12:59:42.367,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1355,639,0,51,0,0,51,0,2027
2023-06-08 12:59:42.376,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1355,639,0,51,0,0,51,0,2029
2023-06-08 12:59:42.383,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1355,639,0,51,0,0,51,0,2031
2023-06-08 12:59:42.389,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,639,0,51,0,0,51,0,2033
2023-06-08 12:59:42.392,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,639,0,51,0,0,51,0,2033
2023-06-08 12:59:42.399,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,640,0,51,0,0,51,0,2033
2023-06-08 12:59:56.878,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,640,0,51,0,0,51,0,2034
2023-06-08 12:59:56.956,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,640,0,51,0,0,51,0,2036
2023-06-08 12:59:56.965,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,640,0,51,0,0,51,0,2038
2023-06-08 12:59:56.975,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,640,0,51,0,0,51,0,2040
2023-06-08 12:59:56.981,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1359,640,0,51,0,0,51,0,2042
2023-06-08 12:59:57.047,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1365,640,0,51,0,0,51,0,2042
2023-06-08 12:59:57.05,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1365,641,0,51,0,0,51,0,2042
2023-06-08 13:00:07.921,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1365,641,0,51,0,0,51,0,2046
2023-06-08 13:00:07.929,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1366,641,0,51,0,0,51,0,2046
2023-06-08 13:00:07.934,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1366,642,0,51,0,0,51,0,2046
2023-06-08 13:00:22.667,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1366,642,0,51,0,0,51,0,2048
2023-06-08 13:00:22.677,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1366,642,0,51,0,0,51,0,2050
2023-06-08 13:00:22.686,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1366,642,0,51,0,0,51,0,2052
2023-06-08 13:00:22.695,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1366,642,0,51,0,0,51,0,2054
2023-06-08 13:00:22.703,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1371,642,0,51,0,0,51,0,2058
2023-06-08 13:00:22.709,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1371,642,0,51,0,0,51,0,2058
2023-06-08 13:00:22.714,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1371,643,0,51,0,0,51,0,2058
2023-06-08 13:00:28.019,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1371,643,0,51,0,0,51,0,2059
2023-06-08 13:00:28.112,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,15,0,0,0,268,0,0,0,0,0,0,7,1371,643,0,51,0,0,51,0,2061
2023-06-08 13:00:28.113,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1371,643,0,51,0,0,51,0,2061
2023-06-08 13:00:28.123,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1371,643,0,51,0,0,51,0,2063
2023-06-08 13:00:28.132,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1371,643,0,51,0,0,51,0,2067
2023-06-08 13:00:28.223,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1376,643,0,51,0,0,51,0,2067
2023-06-08 13:00:28.226,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1376,644,0,51,0,0,51,0,2067
2023-06-08 13:00:37.187,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1376,644,0,51,0,0,51,0,2069
2023-06-08 13:00:37.193,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1376,644,0,51,0,0,51,0,2071
2023-06-08 13:00:37.2,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1376,644,0,51,0,0,51,0,2076
2023-06-08 13:00:37.206,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1376,644,0,51,0,0,51,0,2080
2023-06-08 13:00:37.212,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1381,644,0,51,0,0,51,0,2085
2023-06-08 13:00:37.216,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1381,644,0,51,0,0,51,0,2085
2023-06-08 13:00:37.22,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1381,645,0,51,0,0,51,0,2085
2023-06-08 13:22:31.4,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1381,645,0,51,0,0,51,0,2087
2023-06-08 13:22:31.408,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1381,645,0,51,0,0,51,0,2089
2023-06-08 13:22:31.413,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1381,645,0,51,0,0,51,0,2091
2023-06-08 13:22:31.419,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1385,645,0,51,0,0,51,0,2095
2023-06-08 13:22:31.422,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1385,645,0,51,0,0,51,0,2095
2023-06-08 13:22:31.426,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,3,115,0,0,0,0,16,0,0,0,268,0,0,0,0,0,0,7,1385,646,0,51,0,0,51,0,2095
